Distribution,Sample Size,Bin Count,CI_HDEM_AMISE_Lower Mean,CI_HDEM_AMISE_Lower CI Lower,CI_HDEM_AMISE_Lower CI Upper,CI_HDEM_AMISE_Mean Mean,CI_HDEM_AMISE_Mean CI Lower,CI_HDEM_AMISE_Mean CI Upper,CI_HDEM_AMISE_Upper Mean,CI_HDEM_AMISE_Upper CI Lower,CI_HDEM_AMISE_Upper CI Upper,CI_HDEM_IMSE_Lower Mean,CI_HDEM_IMSE_Lower CI Lower,CI_HDEM_IMSE_Lower CI Upper,CI_HDEM_IMSE_Mean Mean,CI_HDEM_IMSE_Mean CI Lower,CI_HDEM_IMSE_Mean CI Upper,CI_HDEM_IMSE_Upper Mean,CI_HDEM_IMSE_Upper CI Lower,CI_HDEM_IMSE_Upper CI Upper,CI_HDEM_MAE_Lower Mean,CI_HDEM_MAE_Lower CI Lower,CI_HDEM_MAE_Lower CI Upper,CI_HDEM_MAE_Mean Mean,CI_HDEM_MAE_Mean CI Lower,CI_HDEM_MAE_Mean CI Upper,CI_HDEM_MAE_Upper Mean,CI_HDEM_MAE_Upper CI Lower,CI_HDEM_MAE_Upper CI Upper,CI_HDEM_MIAE_Lower Mean,CI_HDEM_MIAE_Lower CI Lower,CI_HDEM_MIAE_Lower CI Upper,CI_HDEM_MIAE_Mean Mean,CI_HDEM_MIAE_Mean CI Lower,CI_HDEM_MIAE_Mean CI Upper,CI_HDEM_MIAE_Upper Mean,CI_HDEM_MIAE_Upper CI Lower,CI_HDEM_MIAE_Upper CI Upper,CI_HDEM_MISE_Lower Mean,CI_HDEM_MISE_Lower CI Lower,CI_HDEM_MISE_Lower CI Upper,CI_HDEM_MISE_Mean Mean,CI_HDEM_MISE_Mean CI Lower,CI_HDEM_MISE_Mean CI Upper,CI_HDEM_MISE_Upper Mean,CI_HDEM_MISE_Upper CI Lower,CI_HDEM_MISE_Upper CI Upper,CI_HDEM_MSE_Lower Mean,CI_HDEM_MSE_Lower CI Lower,CI_HDEM_MSE_Lower CI Upper,CI_HDEM_MSE_Mean Mean,CI_HDEM_MSE_Mean CI Lower,CI_HDEM_MSE_Mean CI Upper,CI_HDEM_MSE_Upper Mean,CI_HDEM_MSE_Upper CI Lower,CI_HDEM_MSE_Upper CI Upper,CI_HDEM_Normalized MAE_Lower Mean,CI_HDEM_Normalized MAE_Lower CI Lower,CI_HDEM_Normalized MAE_Lower CI Upper,CI_HDEM_Normalized MAE_Mean Mean,CI_HDEM_Normalized MAE_Mean CI Lower,CI_HDEM_Normalized MAE_Mean CI Upper,CI_HDEM_Normalized MAE_Upper Mean,CI_HDEM_Normalized MAE_Upper CI Lower,CI_HDEM_Normalized MAE_Upper CI Upper,CI_HDEM_Normalized MSE_Lower Mean,CI_HDEM_Normalized MSE_Lower CI Lower,CI_HDEM_Normalized MSE_Lower CI Upper,CI_HDEM_Normalized MSE_Mean Mean,CI_HDEM_Normalized MSE_Mean CI Lower,CI_HDEM_Normalized MSE_Mean CI Upper,CI_HDEM_Normalized MSE_Upper Mean,CI_HDEM_Normalized MSE_Upper CI Lower,CI_HDEM_Normalized MSE_Upper CI Upper,CI_Hist_AMISE_Lower Mean,CI_Hist_AMISE_Lower CI Lower,CI_Hist_AMISE_Lower CI Upper,CI_Hist_AMISE_Mean Mean,CI_Hist_AMISE_Mean CI Lower,CI_Hist_AMISE_Mean CI Upper,CI_Hist_AMISE_Upper Mean,CI_Hist_AMISE_Upper CI Lower,CI_Hist_AMISE_Upper CI Upper,CI_Hist_IMSE_Lower Mean,CI_Hist_IMSE_Lower CI Lower,CI_Hist_IMSE_Lower CI Upper,CI_Hist_IMSE_Mean Mean,CI_Hist_IMSE_Mean CI Lower,CI_Hist_IMSE_Mean CI Upper,CI_Hist_IMSE_Upper Mean,CI_Hist_IMSE_Upper CI Lower,CI_Hist_IMSE_Upper CI Upper,CI_Hist_MAE_Lower Mean,CI_Hist_MAE_Lower CI Lower,CI_Hist_MAE_Lower CI Upper,CI_Hist_MAE_Mean Mean,CI_Hist_MAE_Mean CI Lower,CI_Hist_MAE_Mean CI Upper,CI_Hist_MAE_Upper Mean,CI_Hist_MAE_Upper CI Lower,CI_Hist_MAE_Upper CI Upper,CI_Hist_MIAE_Lower Mean,CI_Hist_MIAE_Lower CI Lower,CI_Hist_MIAE_Lower CI Upper,CI_Hist_MIAE_Mean Mean,CI_Hist_MIAE_Mean CI Lower,CI_Hist_MIAE_Mean CI Upper,CI_Hist_MIAE_Upper Mean,CI_Hist_MIAE_Upper CI Lower,CI_Hist_MIAE_Upper CI Upper,CI_Hist_MISE_Lower Mean,CI_Hist_MISE_Lower CI Lower,CI_Hist_MISE_Lower CI Upper,CI_Hist_MISE_Mean Mean,CI_Hist_MISE_Mean CI Lower,CI_Hist_MISE_Mean CI Upper,CI_Hist_MISE_Upper Mean,CI_Hist_MISE_Upper CI Lower,CI_Hist_MISE_Upper CI Upper,CI_Hist_MSE_Lower Mean,CI_Hist_MSE_Lower CI Lower,CI_Hist_MSE_Lower CI Upper,CI_Hist_MSE_Mean Mean,CI_Hist_MSE_Mean CI Lower,CI_Hist_MSE_Mean CI Upper,CI_Hist_MSE_Upper Mean,CI_Hist_MSE_Upper CI Lower,CI_Hist_MSE_Upper CI Upper,CI_Hist_Normalized MAE_Lower Mean,CI_Hist_Normalized MAE_Lower CI Lower,CI_Hist_Normalized MAE_Lower CI Upper,CI_Hist_Normalized MAE_Mean Mean,CI_Hist_Normalized MAE_Mean CI Lower,CI_Hist_Normalized MAE_Mean CI Upper,CI_Hist_Normalized MAE_Upper Mean,CI_Hist_Normalized MAE_Upper CI Lower,CI_Hist_Normalized MAE_Upper CI Upper,CI_Hist_Normalized MSE_Lower Mean,CI_Hist_Normalized MSE_Lower CI Lower,CI_Hist_Normalized MSE_Lower CI Upper,CI_Hist_Normalized MSE_Mean Mean,CI_Hist_Normalized MSE_Mean CI Lower,CI_Hist_Normalized MSE_Mean CI Upper,CI_Hist_Normalized MSE_Upper Mean,CI_Hist_Normalized MSE_Upper CI Lower,CI_Hist_Normalized MSE_Upper CI Upper
binom,100000,30,3.3501148748026733e-06,,,3.356101949812043e-06,,,3.3620890248214127e-06,,,0.0010593993427586,,,0.0010612926221138,,,0.001063185901469,,,0.0234604233490014,,,0.023465677970678,,,0.0234709325923546,,,0.0078201411163338,,,0.0078218926568926,,,0.0078236441974515,,,0.0003531331142528,,,0.0003537642073712,,,0.0003543953004896,,,0.0010593993427586,,,0.0010612926221138,,,0.001063185901469,,,2.3460423349001478e-07,,,2.3465677970678065e-07,,,2.347093259235465e-07,,,1.0593993427586282e-08,,,1.0612926221138164e-08,,,1.0631859014690046e-08,,,1.711708297827697e-36,,,2.013690357009164e-36,,,2.3156724161906303e-36,,,5.412896910945369e-34,,,6.3678480304665675e-34,,,7.322799149987767e-34,,,8.02434818438292e-18,,,9.610368056911513e-18,,,1.1196387929440106e-17,,,2.6747827281276386e-18,,,3.203456018970503e-18,,,3.7321293098133686e-18,,,1.8042989703151234e-34,,,2.1226160101555228e-34,,,2.440933049995922e-34,,,5.412896910945369e-34,,,6.3678480304665675e-34,,,7.322799149987767e-34,,,8.024348184382918e-23,,,9.610368056911512e-23,,,1.119638792944011e-22,,,5.412896910945371e-39,,,6.367848030466569e-39,,,7.322799149987767e-39,,
binom,100000,50,2.6962785197656848e-06,,,2.702297738980614e-06,,,2.708316958195543e-06,,,0.0008526381328646,,,0.0008545415771101,,,0.0008564450213556,,,0.0176193608035968,,,0.0176212147397674,,,0.0176230686759379,,,0.0035238721607193,,,0.0035242429479534,,,0.0035246137351875,,,0.0001705276265729,,,0.000170908315422,,,0.0001712890042711,,,0.0008526381328646,,,0.0008545415771101,,,0.0008564450213556,,,1.761936080359681e-07,,,1.7621214739767402e-07,,,1.7623068675937998e-07,,,8.526381328646891e-09,,,8.545415771101918e-09,,,8.564450213556944e-09,,,2.6715650819010225e-36,,,2.781173858486591e-36,,,2.8907826350721595e-36,,,8.448230576181512e-34,,,8.794843961736442e-34,,,9.141457347291372e-34,,,7.997288455372843e-18,,,8.356379824214778e-18,,,8.715471193056709e-18,,,1.599457691074569e-18,,,1.6712759648429553e-18,,,1.743094238611342e-18,,,1.6896461152363023e-34,,,1.7589687923472883e-34,,,1.8282914694582743e-34,,,8.448230576181512e-34,,,8.794843961736442e-34,,,9.141457347291372e-34,,,7.997288455372844e-23,,,8.356379824214777e-23,,,8.71547119305671e-23,,,8.448230576181512e-39,,,8.794843961736441e-39,,,9.141457347291372e-39,,
binom,100000,100,1.7409483387229002e-06,,,1.74417692119992e-06,,,1.7474055036769396e-06,,,0.000550536203905,,,0.0005515571713291,,,0.0005525781387532,,,0.0104816664193406,,,0.0104820829052746,,,0.0104824993912086,,,0.001048166641934,,,0.0010482082905274,,,0.0010482499391208,,,5.505362039050681e-05,,,5.515571713291772e-05,,,5.525781387532862e-05,,,0.000550536203905,,,0.0005515571713291,,,0.0005525781387532,,,1.048166641934068e-07,,,1.048208290527468e-07,,,1.0482499391208681e-07,,,5.5053620390506805e-09,,,5.515571713291771e-09,,,5.525781387532862e-09,,,1.6277380046949315e-35,,,1.6859791412412916e-35,,,1.7442202777876514e-35,,,5.147359528853835e-33,,,5.331534173857205e-33,,,5.515708818860575e-33,,,1.91085246437203e-17,,,1.9423373499860567e-17,,,1.9738222356000826e-17,,,1.9108524643720298e-18,,,1.9423373499860567e-18,,,1.9738222356000824e-18,,,5.147359528853835e-34,,,5.3315341738572056e-34,,,5.515708818860574e-34,,,5.147359528853835e-33,,,5.331534173857205e-33,,,5.515708818860575e-33,,,1.9108524643720303e-22,,,1.9423373499860565e-22,,,1.9738222356000827e-22,,,5.147359528853835e-38,,,5.331534173857205e-38,,,5.515708818860575e-38,,
chi2,50,10,8.770512282706189e-06,,,2.3994326045412912e-05,,,3.9218139808119633e-05,,,6.201688709581454e-05,,,0.0001696655065671,,,0.0002773141260384,,,0.0052352635934777,,,0.0079361350695087,,,0.0106370065455397,,,0.0049582400465438,,,0.0072508891413599,,,0.009543538236176,,,6.028852573413814e-05,,,0.0001523096836402,,,0.0002443308415462,,,6.201688709581454e-05,,,0.0001696655065671,,,0.0002773141260384,,,0.0001047052718695,,,0.0001587227013901,,,0.0002127401309107,,,1.2403377419162908e-06,,,3.3933101313424937e-06,,,5.546282520768697e-06,,,2.420588740437419e-35,,,7.883340438953005e-35,,,1.334609213746859e-34,,,1.7116147128271016e-34,,,5.574363482785805e-34,,,9.437112252744509e-34,,,9.388046591114585e-18,,,1.31492039479042e-17,,,1.6910361304693813e-17,,,8.55046198931608e-18,,,1.2270536764057293e-17,,,1.5990611538798504e-17,,,1.5542349073848902e-34,,,5.101647702760242e-34,,,8.649060498135594e-34,,,1.7116147128271016e-34,,,5.574363482785805e-34,,,9.437112252744509e-34,,,1.8776093182229172e-19,,,2.6298407895808403e-19,,,3.3820722609387633e-19,,,3.423229425654208e-36,,,1.1148726965571612e-35,,,1.8874224505489017e-35,,
chi2,50,15,1.4485848028552982e-05,,,2.5858399437820604e-05,,,3.723095084708823e-05,,,0.0001024304137222,,,0.0001828464959311,,,0.0002632625781399,,,0.0058744409165256,,,0.008435027397174,,,0.0109956138778223,,,0.0026992900974455,,,0.0046477747064311,,,0.0065962593154167,,,4.737703141436875e-05,,,9.895537949025833e-05,,,0.0001505337275661,,,0.0001024304137222,,,0.0001828464959311,,,0.0002632625781399,,,0.0001174888183305,,,0.0001687005479434,,,0.0002199122775564,,,2.0486082744455176e-06,,,3.6569299186226713e-06,,,5.265251562799825e-06,,,7.955441265480714e-35,,,1.2163484175440626e-34,,,1.6371527085400543e-34,,,5.6253464661527045e-34,,,8.600882143309329e-34,,,1.1576417820465958e-33,,,1.3815126878320317e-17,,,1.8318679906315078e-17,,,2.2822232934309845e-17,,,7.631368789489864e-18,,,9.357358664028813e-18,,,1.1083348538567761e-17,,,3.1744044465716413e-34,,,4.43572809877936e-34,,,5.697051750987078e-34,,,5.6253464661527045e-34,,,8.600882143309329e-34,,,1.1576417820465958e-33,,,2.763025375664064e-19,,,3.663735981263017e-19,,,4.564446586861969e-19,,,1.1250692932305406e-35,,,1.7201764286618662e-35,,,2.315283564093192e-35,,
chi2,50,20,1.3937535028627766e-05,,,2.2277357044955745e-05,,,3.0617179061283726e-05,,,9.85532553176774e-05,,,0.000157524702334,,,0.0002164961493503,,,0.0066716613327786,,,0.0084413650992582,,,0.0102110688657378,,,0.0028153703281722,,,0.0035354103245148,,,0.0042554503208575,,,4.2321876371066425e-05,,,6.387242580743529e-05,,,8.542297524380415e-05,,,9.85532553176774e-05,,,0.000157524702334,,,0.0002164961493503,,,0.0001334332266555,,,0.0001688273019851,,,0.0002042213773147,,,1.971065106353547e-06,,,3.1504940466804228e-06,,,4.329922987007299e-06,,,4.5385164033348414e-35,,,8.989833914513243e-35,,,1.3441151425691644e-34,,,3.209215725324448e-34,,,6.3567725226931215e-34,,,9.504329320061793e-34,,,1.0150343703905363e-17,,,1.491862189340054e-17,,,1.968690008289572e-17,,,4.722768382959091e-18,,,5.921457416781228e-18,,,7.120146450603363e-18,,,1.4650901337370871e-34,,,2.3884813619349214e-34,,,3.311872590132756e-34,,,3.209215725324448e-34,,,6.3567725226931215e-34,,,9.504329320061793e-34,,,2.0300687407810725e-19,,,2.983724378680108e-19,,,3.937380016579144e-19,,,6.418431450648896e-36,,,1.2713545045386238e-35,,,1.9008658640123584e-35,,
chi2,50,25,5.762093455758602e-06,,,1.2654029389360924e-05,,,1.9545965322963244e-05,,,4.074415356397535e-05,,,8.947749990550977e-05,,,0.000138210846247,,,0.0047321303192661,,,0.0062680350322375,,,0.0078039397452089,,,0.0015577611534206,,,0.0022065807523564,,,0.0028554003512921,,,1.1605101189406877e-05,,,3.2045339745672787e-05,,,5.2485578301938695e-05,,,4.074415356397535e-05,,,8.947749990550977e-05,,,0.000138210846247,,,9.46426063853236e-05,,,0.0001253607006447,,,0.0001560787949041,,,8.148830712795068e-07,,,1.789549998110195e-06,,,2.764216924940883e-06,,,5.112610800207147e-35,,,8.109065107967294e-35,,,1.1105519415727443e-34,,,3.6151617663940563e-34,,,5.733974926926899e-34,,,7.852788087459742e-34,,,1.0500807984264941e-17,,,1.4169221351778562e-17,,,1.7837634719292183e-17,,,3.9757061142462495e-18,,,4.695497048239412e-18,,,5.415287982232574e-18,,,1.3426955576729712e-34,,,1.8731730864891718e-34,,,2.403650615305372e-34,,,3.6151617663940563e-34,,,5.733974926926899e-34,,,7.852788087459742e-34,,,2.1001615968529881e-19,,,2.833844270355712e-19,,,3.567526943858436e-19,,,7.23032353278811e-36,,,1.1467949853853796e-35,,,1.5705576174919482e-35,,
chi2,50,30,1.1857419175341812e-05,,,1.9948257981448405e-05,,,2.8039096787554995e-05,,,8.384461506255599e-05,,,0.0001410554849154,,,0.0001982663547682,,,0.0074969166416759,,,0.0088128553914039,,,0.0101287941411318,,,0.0017521536682716,,,0.0025484709723695,,,0.0033447882764674,,,1.9125091295656846e-05,,,4.339102431003664e-05,,,6.765695732441644e-05,,,8.384461506255599e-05,,,0.0001410554849154,,,0.0001982663547682,,,0.0001499383328335,,,0.000176257107828,,,0.0002025758828226,,,1.6768923012511196e-06,,,2.821109698308168e-06,,,3.965327095365216e-06,,,9.80372914454526e-35,,,1.3742081533906566e-34,,,1.7680433923267874e-34,,,6.9322833590241445e-34,,,9.717119040243765e-34,,,1.2501954721463389e-33,,,1.495185707960046e-17,,,1.7786698040348866e-17,,,2.062153900109727e-17,,,3.746739161709588e-18,,,4.974706682045062e-18,,,6.202674202380536e-18,,,1.7856348431404867e-34,,,2.729801707624237e-34,,,3.6739685721079883e-34,,,6.9322833590241445e-34,,,9.717119040243765e-34,,,1.2501954721463389e-33,,,2.9903714159200914e-19,,,3.557339608069772e-19,,,4.124307800219453e-19,,,1.386456671804829e-35,,,1.9434238080487533e-35,,,2.5003909442926777e-35,,
chi2,50,50,9.546074975646136e-06,,,1.2771618132856734e-05,,,1.599716129006733e-05,,,6.750094348994592e-05,,,9.03089778846807e-05,,,0.0001131170122794,,,0.0058442507759714,,,0.0065154997101821,,,0.0071867486443928,,,0.0010485586067874,,,0.0012115298016124,,,0.0013745009964374,,,1.3264712426131498e-05,,,1.6500290278910214e-05,,,1.973586813168893e-05,,,6.750094348994592e-05,,,9.03089778846807e-05,,,0.0001131170122794,,,0.0001168850155194,,,0.0001303099942036,,,0.0001437349728878,,,1.3500188697989182e-06,,,1.806179557693614e-06,,,2.26234024558831e-06,,,4.5239080389901146e-35,,,8.361345620395028e-35,,,1.2198783201799943e-34,,,3.198886051834248e-34,,,5.912364188025766e-34,,,8.625842324217283e-34,,,8.058649569236569e-18,,,1.1927958620816525e-17,,,1.5797267672396477e-17,,,1.5229836073112621e-18,,,2.18338674964022e-18,,,2.8437898919691777e-18,,,6.774135322161494e-35,,,1.0404096534550592e-34,,,1.403405774693969e-34,,,3.198886051834248e-34,,,5.912364188025766e-34,,,8.625842324217283e-34,,,1.6117299138473144e-19,,,2.385591724163305e-19,,,3.159453534479296e-19,,,6.397772103668496e-36,,,1.1824728376051531e-35,,,1.7251684648434568e-35,,
chi2,50,100,8.12965964588591e-06,,,9.289660144284238e-06,,,1.0449660642682567e-05,,,5.748537464344553e-05,,,6.568781682941786e-05,,,7.38902590153902e-05,,,0.0050348353474618,,,0.0053405263200677,,,0.0056462172926736,,,0.000423922952775,,,0.0004881170989922,,,0.0005523112452093,,,5.11098695001409e-06,,,5.969990830080833e-06,,,6.828994710147576e-06,,,5.748537464344553e-05,,,6.568781682941786e-05,,,7.38902590153902e-05,,,0.0001006967069492,,,0.0001068105264013,,,0.0001129243458534,,,1.1497074928689104e-06,,,1.3137563365883572e-06,,,1.477805180307804e-06,,,1.001461585397721e-34,,,1.5612282480623994e-34,,,2.1209949107270776e-34,,,7.081402781325594e-34,,,1.1039550811849161e-33,,,1.4997698842372729e-33,,,9.891168441939365e-18,,,1.2472661792273245e-17,,,1.5054155142607122e-17,,,8.499513612211991e-19,,,1.1407030895959729e-18,,,1.431454817970747e-18,,,6.010799227603587e-35,,,9.96878104383492e-35,,,1.3926762860066251e-34,,,7.081402781325594e-34,,,1.1039550811849161e-33,,,1.4997698842372729e-33,,,1.978233688387873e-19,,,2.4945323584546483e-19,,,3.010831028521424e-19,,,1.4162805562651187e-35,,,2.2079101623698318e-35,,,2.9995397684745453e-35,,
chi2,100,10,2.223440415943407e-06,,,3.472332194995071e-06,,,4.721223974046735e-06,,,2.223440415943406e-05,,,3.4723321949950694e-05,,,4.721223974046733e-05,,,0.0026823995424556,,,0.0033472581998574,,,0.0040121168572591,,,0.0026577251632099,,,0.0034477229194661,,,0.0042377206757223,,,2.3412311811039152e-05,,,3.471185385802332e-05,,,4.601139590500749e-05,,,2.223440415943406e-05,,,3.4723321949950694e-05,,,4.721223974046733e-05,,,2.6823995424556775e-05,,,3.34725819985742e-05,,,4.012116857259162e-05,,,2.223440415943407e-07,,,3.47233219499507e-07,,,4.721223974046734e-07,,,2.6178080816796925e-35,,,4.921051934463199e-35,,,7.224295787246705e-35,,,2.617808081679692e-34,,,4.921051934463198e-34,,,7.224295787246704e-34,,,9.309533588611813e-18,,,1.3513495877859329e-17,,,1.7717458167106846e-17,,,1.0307426243404914e-17,,,1.2912125240301969e-17,,,1.5516824237199018e-17,,,2.786048586445604e-34,,,4.625604765965193e-34,,,6.465160945484782e-34,,,2.617808081679692e-34,,,4.921051934463198e-34,,,7.224295787246704e-34,,,9.309533588611808e-20,,,1.351349587785933e-19,,,1.7717458167106846e-19,,,2.617808081679692e-36,,,4.921051934463197e-36,,,7.224295787246703e-36,,
chi2,100,15,2.007887697077869e-06,,,5.260387686041801e-06,,,8.512887675005733e-06,,,2.0078876970778697e-05,,,5.260387686041801e-05,,,8.512887675005734e-05,,,0.0027930999801131,,,0.0042612965046396,,,0.0057294930291662,,,0.0018594683612715,,,0.0030125720835927,,,0.0041656758059139,,,1.2457959264558137e-05,,,3.776360243129732e-05,,,6.30692455980365e-05,,,2.0078876970778697e-05,,,5.260387686041801e-05,,,8.512887675005734e-05,,,2.793099980113103e-05,,,4.261296504639686e-05,,,5.7294930291662685e-05,,,2.007887697077871e-07,,,5.260387686041803e-07,,,8.512887675005734e-07,,,3.761094626976364e-35,,,6.397096680903729e-35,,,9.033098734831091e-35,,,3.7610946269763644e-34,,,6.3970966809037285e-34,,,9.033098734831093e-34,,,1.2809762506886364e-17,,,1.627170620466245e-17,,,1.973364990243853e-17,,,8.452776368320104e-18,,,1.1216392457695345e-17,,,1.3980008547070582e-17,,,2.695184255054917e-34,,,4.3955122258600545e-34,,,6.095840196665189e-34,,,3.7610946269763644e-34,,,6.3970966809037285e-34,,,9.033098734831093e-34,,,1.280976250688637e-19,,,1.6271706204662452e-19,,,1.9733649902438537e-19,,,3.761094626976363e-36,,,6.397096680903728e-36,,,9.033098734831093e-36,,
chi2,100,20,2.3667007754615462e-06,,,4.123992746610693e-06,,,5.8812847177598405e-06,,,2.3667007754615467e-05,,,4.123992746610694e-05,,,5.881284717759842e-05,,,0.0033928832783835,,,0.0044397464176678,,,0.0054866095569522,,,0.0015610603010913,,,0.0021565236029182,,,0.0027519869047452,,,1.1274960649031867e-05,,,2.0094662927571048e-05,,,2.8914365206110228e-05,,,2.3667007754615467e-05,,,4.123992746610694e-05,,,5.881284717759842e-05,,,3.3928832783835176e-05,,,4.439746417667869e-05,,,5.4866095569522205e-05,,,2.366700775461546e-07,,,4.123992746610693e-07,,,5.881284717759841e-07,,,2.32158282832934e-35,,,4.172948521690281e-35,,,6.024314215051222e-35,,,2.32158282832934e-34,,,4.172948521690281e-34,,,6.024314215051223e-34,,,9.120371811760952e-18,,,1.2351231148954868e-17,,,1.5582090486148782e-17,,,4.4830841514571066e-18,,,5.796852603895549e-18,,,7.110621056333993e-18,,,1.2095249401800448e-34,,,1.905426989623584e-34,,,2.6013290390671233e-34,,,2.32158282832934e-34,,,4.172948521690281e-34,,,6.024314215051223e-34,,,9.120371811760949e-20,,,1.2351231148954864e-19,,,1.5582090486148778e-19,,,2.3215828283293395e-36,,,4.1729485216902806e-36,,,6.024314215051221e-36,,
chi2,100,25,2.8651746874402694e-06,,,4.312252108969923e-06,,,5.759329530499576e-06,,,2.8651746874402684e-05,,,4.312252108969922e-05,,,5.759329530499576e-05,,,0.0034840265018822,,,0.0043366827621792,,,0.0051893390224763,,,0.0013571496889786,,,0.0016680015610533,,,0.0019788534331281,,,1.178100530103042e-05,,,1.599528487871259e-05,,,2.0209564456394764e-05,,,2.8651746874402684e-05,,,4.312252108969922e-05,,,5.759329530499576e-05,,,3.4840265018822336e-05,,,4.336682762179279e-05,,,5.189339022476325e-05,,,2.86517468744027e-07,,,4.312252108969923e-07,,,5.759329530499576e-07,,,2.78994084345486e-35,,,4.3286479206318366e-35,,,5.867354997808814e-35,,,2.7899408434548612e-34,,,4.3286479206318375e-34,,,5.8673549978088145e-34,,,8.508572953900906e-18,,,1.1775302954930564e-17,,,1.5042032955960224e-17,,,3.5541554376814885e-18,,,4.4315676342440495e-18,,,5.308979830806612e-18,,,1.1572990878369192e-34,,,1.6122730130207276e-34,,,2.0672469382045363e-34,,,2.7899408434548612e-34,,,4.3286479206318375e-34,,,5.8673549978088145e-34,,,8.508572953900904e-20,,,1.1775302954930563e-19,,,1.5042032955960225e-19,,,2.7899408434548597e-36,,,4.328647920631836e-36,,,5.867354997808813e-36,,
chi2,100,30,2.4590049495733567e-06,,,3.187132606022436e-06,,,3.915260262471516e-06,,,2.4590049495733572e-05,,,3.1871326060224367e-05,,,3.915260262471516e-05,,,0.0034465977601384,,,0.0039578813122734,,,0.0044691648644083,,,0.0011024322835801,,,0.0013577453169875,,,0.0016130583503949,,,7.923162909455821e-06,,,1.0933192074004027e-05,,,1.3943221238552232e-05,,,2.4590049495733572e-05,,,3.1871326060224367e-05,,,3.915260262471516e-05,,,3.446597760138445e-05,,,3.957881312273406e-05,,,4.469164864408367e-05,,,2.459004949573357e-07,,,3.187132606022436e-07,,,3.915260262471516e-07,,,2.72677463644893e-35,,,4.05277851786862e-35,,,5.378782399288308e-35,,,2.7267746364489296e-34,,,4.05277851786862e-34,,,5.378782399288308e-34,,,7.678055886357526e-18,,,1.0807327255335509e-17,,,1.393659862431349e-17,,,2.7339063285080387e-18,,,3.517006764410328e-18,,,4.300107200312617e-18,,,9.591134237745097e-35,,,1.3069093547688836e-34,,,1.654705285763257e-34,,,2.7267746364489296e-34,,,4.05277851786862e-34,,,5.378782399288308e-34,,,7.678055886357526e-20,,,1.0807327255335508e-19,,,1.393659862431349e-19,,,2.7267746364489297e-36,,,4.052778517868619e-36,,,5.378782399288309e-36,,
chi2,100,50,3.7526961169118746e-06,,,4.420373654449029e-06,,,5.088051191986183e-06,,,3.752696116911876e-05,,,4.42037365444903e-05,,,5.088051191986184e-05,,,0.0042619823562975,,,0.0048196091894155,,,0.0053772360225334,,,0.0007887496681436,,,0.000928663252681,,,0.0010685768372185,,,6.844286580311676e-06,,,8.61586169150122e-06,,,1.0387436802690764e-05,,,3.752696116911876e-05,,,4.42037365444903e-05,,,5.088051191986184e-05,,,4.261982356297591e-05,,,4.8196091894155104e-05,,,5.3772360225334295e-05,,,3.752696116911876e-07,,,4.42037365444903e-07,,,5.088051191986184e-07,,,2.4168682432367235e-35,,,4.0567908719194254e-35,,,5.696713500602127e-35,,,2.416868243236723e-34,,,4.056790871919426e-34,,,5.696713500602129e-34,,,7.946766662125895e-18,,,1.0821205043143322e-17,,,1.3695643424160748e-17,,,1.5380098558939732e-18,,,2.0178689007902988e-18,,,2.4977279456866247e-18,,,5.040068457679973e-35,,,7.313055280526272e-35,,,9.586042103372572e-35,,,2.416868243236723e-34,,,4.056790871919426e-34,,,5.696713500602129e-34,,,7.946766662125898e-20,,,1.0821205043143325e-19,,,1.369564342416075e-19,,,2.4168682432367227e-36,,,4.0567908719194256e-36,,,5.696713500602128e-36,,
chi2,100,100,2.116683411402497e-06,,,2.5031723982981506e-06,,,2.889661385193804e-06,,,2.116683411402497e-05,,,2.5031723982981507e-05,,,2.8896613851938043e-05,,,0.0029091736222629,,,0.0032536790867794,,,0.0035981845512959,,,0.0003216837955494,,,0.0003709591887392,,,0.0004202345819289,,,2.257586788601695e-06,,,2.89601882173765e-06,,,3.534450854873605e-06,,,2.116683411402497e-05,,,2.5031723982981507e-05,,,2.8896613851938043e-05,,,2.909173622262916e-05,,,3.2536790867794256e-05,,,3.598184551295935e-05,,,2.116683411402497e-07,,,2.503172398298151e-07,,,2.889661385193804e-07,,,3.053414797533624e-35,,,4.871007848564512e-35,,,6.6886008995954e-35,,,3.053414797533623e-34,,,4.8710078485645124e-34,,,6.688600899595399e-34,,,7.332904396500687e-18,,,9.952108581678942e-18,,,1.2571312766857201e-17,,,8.225938479047813e-19,,,1.1326082984026661e-18,,,1.442622748900551e-18,,,3.588624658954578e-35,,,5.450211427935296e-35,,,7.311798196916012e-35,,,3.053414797533623e-34,,,4.8710078485645124e-34,,,6.688600899595399e-34,,,7.332904396500687e-20,,,9.952108581678944e-20,,,1.25713127668572e-19,,,3.0534147975336226e-36,,,4.871007848564511e-36,,,6.688600899595398e-36,,
