Distribution,Sample Size,Bin Count,HDEM_MSE,HDEM_MAE,HDEM_Normalized MSE,HDEM_Normalized MAE,HDEM_IMSE,HDEM_MISE,HDEM_MIAE,HDEM_AMISE,Hist_MSE,Hist_MAE,Hist_Normalized MSE,Hist_Normalized MAE,Hist_IMSE,Hist_MISE,Hist_MIAE,Hist_AMISE
expon,100000,10,9.508086962387618e-08,0.00019231501171828672,9.508086962387618e-13,1.9231501171828673e-09,9.508086962387618e-08,1.247696432923543e-07,0.0002523649132236172,3.006721099209659e-10,6.939371749164533e-34,8.685814654324497e-18,6.939371749164533e-39,8.685814654324497e-23,6.939371749164533e-34,9.106173946886986e-34,1.139793946364403e-17,2.194422025798657e-36
expon,100000,15,5.443492943137053e-10,1.2580321010090142e-05,5.443492943137053e-15,1.2580321010090143e-10,5.443492943137053e-10,4.762140379141739e-10,1.1005664063594819e-05,1.7213836127366522e-12,1.2411576958045806e-33,1.5924106470654544e-17,1.2411576958045807e-38,1.5924106470654544e-22,1.2411576958045806e-33,1.08580414116736e-33,1.3930913701516483e-17,3.924885254188886e-36
expon,100000,20,1.2507933687619763e-10,6.700320751222853e-06,1.2507933687619762e-15,6.700320751222853e-11,1.2507933687619763e-10,8.206753002482257e-11,4.396239923874781e-06,3.955355927522747e-13,8.749684150144749e-35,3.845868393713425e-18,8.74968415014475e-40,3.8458683937134247e-23,8.749684150144749e-35,5.740876028232004e-35,2.523365791305652e-18,2.7668930721532086e-37
expon,100000,25,3.323256661512032e-10,1.0314296946934704e-05,3.323256661512032e-15,1.0314296946934704e-10,3.323256661512032e-10,1.744374235810203e-10,5.413964579715203e-06,1.0509060299705246e-12,8.432936421568152e-34,1.1409872612694327e-17,8.432936421568152e-39,1.1409872612694326e-22,8.432936421568152e-34,4.426440243503809e-34,5.989031196406246e-18,2.666728645554524e-36
expon,100000,30,6.067672668852205e-11,4.5739454447227805e-06,6.067672668852205e-16,4.57394544472278e-11,6.067672668852205e-11,2.6540963059560545e-11,2.000716315961004e-06,1.9187665729925574e-13,1.0250738845641604e-34,5.020081934060487e-18,1.0250738845641604e-39,5.020081934060487e-23,1.0250738845641604e-34,4.4838358277299984e-35,2.1958634956007054e-18,3.241568245179264e-37
expon,100000,50,7.922203345468387e-10,1.2296578493032364e-05,7.922203345468387e-15,1.2296578493032364e-10,7.922203345468387e-10,2.0791784707349212e-10,3.2272311314805516e-06,2.5052206658685877e-12,1.333648878081421e-34,5.761585869859531e-18,1.3336488780814209e-39,5.761585869859531e-23,1.333648878081421e-34,3.500155088057424e-35,1.5121254498920224e-18,4.2173680536655e-37
expon,100000,100,2.6919712546096093e-09,2.3111253926020635e-05,2.691971254609609e-14,2.3111253926020635e-10,2.6919712546096093e-09,3.5325328272614894e-10,3.032768757580345e-06,8.51276056026741e-12,1.062784445497437e-34,5.1723558704315494e-18,1.062784445497437e-39,5.1723558704315496e-23,1.062784445497437e-34,1.394636341526258e-35,6.787411594864102e-19,3.3608195095709835e-37
chi2,50,10,5.892644406186571e-05,0.004000000000000008,1.1785288812373141e-06,8.000000000000016e-05,5.892644406186571e-05,4.5546543382078686e-05,0.003091755771603008,8.333457637471e-06,1.3192620119052565e-33,2.7755575615628914e-17,2.638524023810513e-35,5.551115123125783e-19,1.3192620119052565e-33,1.0197089848911663e-33,2.145336527594606e-17,1.8657182295600293e-34
chi2,50,15,4.274106191177458e-05,0.004264453769036622,8.548212382354916e-07,8.528907538073245e-05,4.274106191177458e-05,2.202415414169505e-05,0.0021974415921921916,6.044498942585973e-06,6.347544108376265e-34,1.9660199394403815e-17,1.269508821675253e-35,3.932039878880763e-19,6.347544108376265e-34,3.2708426887628243e-34,1.0130755824752305e-17,8.976782965827148e-35
chi2,50,20,3.7272596764588746e-05,0.004297993284650921,7.454519352917749e-07,8.595986569301842e-05,3.7272596764588746e-05,1.4404720771193579e-05,0.0016610431930163035,5.271141184934495e-06,1.0508355259062855e-33,2.1163626406917045e-17,2.101671051812571e-35,4.232725281383409e-19,1.0508355259062855e-33,4.061158502782793e-34,8.179095511454434e-18,1.4861058525601328e-34
chi2,50,25,9.486247350164028e-05,0.008025237987638989,1.8972494700328057e-06,0.0001605047597527798,9.486247350164028e-05,2.9329159995723318e-05,0.0024812075866770507,1.3415579658627803e-05,1.0640762942739479e-33,1.6930901125533637e-17,2.1281525885478956e-35,3.386180225106727e-19,1.0640762942739479e-33,3.2898640242474126e-34,5.234621127330839e-18,1.5048311267619216e-34
chi2,50,30,5.901470099715051e-05,0.006051744501324184,1.1802940199430102e-06,0.00012103489002648367,5.901470099715051e-05,1.5204920201447127e-05,0.0015592096658529812,8.345939052956326e-06,5.04754139591488e-34,1.3183898417423733e-17,1.009508279182976e-35,2.6367796834847467e-19,5.04754139591488e-34,1.3004804369354087e-34,3.3967828353581256e-18,7.138301498742447e-35
chi2,50,50,6.297331269831807e-05,0.006184790781119622,1.2594662539663613e-06,0.00012369581562239243,6.297331269831807e-05,9.734905149599275e-06,0.0009560931296841816,8.905771288552325e-06,1.2162247598805395e-33,1.7069679003611782e-17,2.432449519761079e-35,3.4139358007223564e-19,1.2162247598805395e-33,1.8801349604635666e-34,2.6387639289413653e-18,1.7200015503170199e-34
chi2,50,100,4.773283797209876e-05,0.005450010796598924,9.546567594419751e-07,0.00010900021593197848,4.773283797209876e-05,3.6894569323806816e-06,0.00042125255839208496,6.750442683069952e-06,2.2505695106380093e-33,1.745131816832668e-17,4.5011390212760184e-35,3.490263633665336e-19,2.2505695106380093e-33,1.7395528184772023e-34,1.3488803417251086e-18,3.1827859250076523e-34
chi2,100,10,1.1857129337706159e-05,0.00200000000000001,1.1857129337706159e-07,2.00000000000001e-05,1.1857129337706159e-05,9.451524279195007e-06,0.0015942348286846833,1.185712933770616e-06,1.103497672823124e-33,1.9255430583342558e-17,1.103497672823124e-35,1.925543058334256e-19,1.103497672823124e-33,8.796172116935555e-34,1.534883903864239e-17,1.103497672823124e-34
chi2,100,15,3.4140618292226894e-05,0.0038139096206685715,3.4140618292226896e-07,3.8139096206685713e-05,3.4140618292226894e-05,1.814272091809908e-05,0.0020267558502417983,3.4140618292226896e-06,3.7114274969962356e-34,1.3646491344350882e-17,3.711427496996236e-36,1.3646491344350882e-19,3.7114274969962356e-34,1.9722956599497956e-34,7.251903930169377e-18,3.7114274969962354e-35
chi2,100,20,1.9875934141326685e-05,0.003302058305997891,1.9875934141326685e-07,3.302058305997891e-05,1.9875934141326685e-05,7.921726615186459e-06,0.0013160640894423392,1.9875934141326685e-06,6.557189607530917e-34,1.8041124150158794e-17,6.557189607530918e-36,1.8041124150158795e-19,6.557189607530917e-34,2.613425012653746e-34,7.190447117201841e-18,6.557189607530917e-35
chi2,100,25,6.63893517082316e-05,0.006219596037865562,6.638935170823159e-07,6.219596037865563e-05,6.63893517082316e-05,2.116804334941185e-05,0.001983099324782898,6.63893517082316e-06,1.7634296053295629e-34,6.869504964868156e-18,1.7634296053295627e-36,6.869504964868155e-20,1.7634296053295629e-34,5.622641789500121e-35,2.190320814163022e-18,1.763429605329563e-35
chi2,100,30,6.0197259880146686e-05,0.005667080794226996,6.019725988014668e-07,5.667080794226996e-05,6.0197259880146686e-05,1.5994761382052088e-05,0.0015057762631877816,6.019725988014669e-06,6.379642940782719e-34,1.491862189340054e-17,6.379642940782719e-36,1.491862189340054e-19,6.379642940782719e-34,1.6951081617946892e-34,3.9639644364061425e-18,6.379642940782719e-35
chi2,100,50,4.976615517699449e-05,0.005236257397296765,4.976615517699449e-07,5.236257397296765e-05,4.976615517699449e-05,7.933893787289077e-06,0.0008347823914728272,4.976615517699449e-06,5.086260612505166e-34,1.3773704399255849e-17,5.086260612505166e-36,1.3773704399255848e-19,5.086260612505166e-34,8.108693816222785e-35,2.1958519273301006e-18,5.086260612505166e-35
chi2,100,100,3.480124927050538e-05,0.0042683408064355735,3.480124927050538e-07,4.2683408064355734e-05,3.480124927050538e-05,2.774068183438841e-06,0.00034023687871578124,3.480124927050538e-06,5.109431957148574e-34,1.160530005428484e-17,5.1094319571485745e-36,1.160530005428484e-19,5.109431957148574e-34,4.072817190440381e-35,9.250786771938523e-19,5.109431957148574e-35
chi2,500,10,2.8833200541352556e-06,0.000989016730539582,5.7666401082705115e-09,1.9780334610791642e-06,2.8833200541352556e-06,4.014053192431811e-06,0.0013768730803565008,1.289459928386961e-07,6.003484748519587e-35,4.8572257327350596e-18,1.2006969497039173e-37,9.71445146547012e-21,6.003484748519587e-35,8.357832869073609e-35,6.7620528046771264e-18,2.684839999914605e-36
chi2,500,15,6.085674765297718e-07,0.00041467491824921367,1.2171349530595436e-09,8.293498364984273e-07,6.085674765297718e-07,5.648169878495933e-07,0.0003848635480782863,2.7215964928321553e-08,4.41609717716917e-34,1.196959198423997e-17,8.832194354338339e-37,2.393918396847994e-20,4.41609717716917e-34,4.098619794608361e-34,1.1109086750540996e-17,1.974938696679039e-35
chi2,500,20,1.739374026759897e-06,0.0009179341531680773,3.478748053519794e-09,1.8358683063361546e-06,1.739374026759897e-06,1.210746593139226e-06,0.0006389572521930073,7.778717124265336e-08,2.5957736452598083e-34,9.95297594341693e-18,5.191547290519616e-37,1.990595188683386e-20,2.5957736452598083e-34,1.806870776041971e-34,6.9280853512205385e-18,1.1608652650006712e-35
chi2,500,25,6.602655752355834e-07,0.0005777801153900355,1.3205311504711668e-09,1.155560230780071e-06,6.602655752355834e-07,3.6767907694827044e-07,0.0003217457754478196,2.9527974188595323e-08,2.6326559560112082e-34,1.0755285551056204e-17,5.265311912022416e-37,2.1510571102112407e-20,2.6326559560112082e-34,1.4660351048639693e-34,5.989246769856884e-18,1.1773595358021515e-35
chi2,500,30,2.6314069962240354e-06,0.0011954089836731603,5.262813992448071e-09,2.3908179673463205e-06,2.6314069962240354e-06,1.2211163352737074e-06,0.0005547349533503924,1.1768009840050951e-07,2.0217875903822907e-34,8.109832250191573e-18,4.043575180764581e-37,1.6219664500383144e-20,2.0217875903822907e-34,9.382196887870887e-35,3.76340438831733e-18,9.041708976320603e-36
chi2,500,50,8.121391842782531e-06,0.001648839477356854,1.6242783685565064e-08,3.2976789547137077e-06,8.121391842782531e-06,2.2612612017702596e-06,0.00045909085662547856,3.6319968464748044e-07,1.8261727917990533e-34,9.992007221626408e-18,3.6523455835981067e-37,1.9984014443252816e-20,1.8261727917990533e-34,5.084662532929644e-35,2.782101725352875e-18,8.166893002246506e-36
chi2,500,100,8.04316372098667e-06,0.0015393605723964365,1.6086327441973342e-08,3.078721144792873e-06,8.04316372098667e-06,1.1197399666115512e-06,0.00021430417379678508,3.5970121668572695e-07,2.799425690551068e-34,1.098513641162313e-17,5.598851381102136e-37,2.197027282324626e-20,2.799425690551068e-34,3.8972585141965016e-35,1.5293106923434967e-18,1.2519412284062956e-35
chi2,1000,10,5.137517777470434e-07,0.00039999999999999514,5.137517777470434e-10,3.9999999999999516e-07,5.137517777470434e-07,8.739973960694255e-07,0.0006804822359172417,1.6246257696412656e-08,1.9084385884470003e-34,6.6353172956112874e-18,1.908438588447e-37,6.6353172956112876e-21,1.9084385884470003e-34,3.2466463944429384e-34,1.1288038873344924e-17,6.035012714049224e-36
chi2,1000,15,3.507542960386691e-07,0.00026666666666667037,3.5075429603866914e-10,2.666666666666704e-07,3.507542960386691e-07,3.9780344604329104e-07,0.0003024365492965598,1.1091824745711696e-08,4.077335378520197e-34,1.1319070680748667e-17,4.077335378520197e-37,1.1319070680748667e-20,4.077335378520197e-34,4.624257158266552e-34,1.2837377542235405e-17,1.2893666580508602e-35
chi2,1000,20,4.342598661533655e-07,0.0004403397927648117,4.342598661533655e-10,4.403397927648117e-07,4.342598661533655e-07,3.6938265586145986e-07,0.00037455425842992197,1.3732502734444982e-08,2.303193101340141e-34,7.795413620170777e-18,2.303193101340141e-37,7.795413620170777e-21,2.303193101340141e-34,1.9591024891864056e-34,6.630800612691994e-18,7.283336091421854e-36
chi2,1000,25,1.0235526142801743e-07,0.00019599541164592538,1.0235526142801743e-10,1.9599541164592537e-07,1.0235526142801743e-07,6.965093715443196e-08,0.00013337139594634114,3.2367575661451374e-09,2.79282411427685e-34,8.864436962241485e-18,2.79282411427685e-37,8.864436962241484e-21,2.79282411427685e-34,1.9004671978067246e-34,6.032091884213602e-18,8.831685305357223e-36
chi2,1000,30,5.454403695154248e-06,0.0011773365306004659,5.454403695154249e-09,1.1773365306004658e-06,5.454403695154248e-06,3.0930206850615613e-06,0.0006676304956417191,1.724833895472614e-07,4.14063966762648e-34,1.139857884006427e-17,4.14063966762648e-37,1.1398578840064271e-20,4.14063966762648e-34,2.348026449295105e-34,6.463775346138325e-18,1.3093852319742242e-35
chi2,1000,50,9.251857495433429e-07,0.0006341582110254008,9.251857495433428e-10,6.341582110254009e-07,9.251857495433429e-07,3.1478623374401545e-07,0.00021576669868192405,2.9256942272870506e-08,3.044605600268177e-34,9.315465065995454e-18,3.044605600268177e-37,9.315465065995454e-21,3.044605600268177e-34,1.0359000131783353e-34,3.16950424835881e-18,9.627888273751595e-36
chi2,1000,100,1.7046986509825596e-06,0.0007898439183137489,1.7046986509825596e-09,7.898439183137488e-07,1.7046986509825596e-06,2.9000428739643303e-07,0.0001343686888899454,5.390730461321321e-08,1.8019152903754845e-34,6.16911036144252e-18,1.8019152903754846e-37,6.16911036144252e-21,1.8019152903754845e-34,3.0654283643204765e-35,1.0494925030936703e-18,5.698156468270213e-36
chi2,5000,10,4.960462907129322e-08,0.00013969943201631123,9.920925814258643e-12,2.7939886403262246e-08,4.960462907129322e-08,8.601307975805945e-08,0.00024223502147158215,7.015153918910958e-10,4.705092463318829e-35,4.174178364069192e-18,9.410184926637658e-39,8.348356728138384e-22,4.705092463318829e-35,8.158502561017863e-35,7.237911930296575e-18,6.654005573844922e-37
chi2,5000,15,2.5563457829860395e-08,7.437208733108504e-05,5.112691565972079e-12,1.487441746621701e-08,2.5563457829860395e-08,2.955089445451289e-08,8.597278653420384e-05,3.6152188764141256e-10,5.729893336258827e-35,3.0773271662380234e-18,1.1459786672517655e-38,6.154654332476047e-22,5.729893336258827e-35,6.623652963630627e-35,3.557334492725849e-18,8.103292867088455e-37
chi2,5000,20,1.245568666211392e-08,5.1279089644392923e-05,2.4911373324227843e-12,1.0255817928878585e-08,1.245568666211392e-08,1.0798911214213735e-08,4.4458274460279726e-05,1.7615001006231172e-10,2.3857458655464824e-34,7.68970390835344e-18,4.771491731092964e-38,1.537940781670688e-21,2.3857458655464824e-34,2.0684092720538545e-34,6.666868878653047e-18,3.373954159431374e-36
chi2,5000,25,1.3457458865376921e-08,6.256214277221263e-05,2.6914917730753843e-12,1.2512428554442527e-08,1.3457458865376921e-08,9.333947289998692e-09,4.3392422657711754e-05,1.9031720842494084e-10,2.8589756466165495e-35,2.587990585722899e-18,5.717951293233099e-39,5.175981171445799e-22,2.8589756466165495e-35,1.9829544534269237e-35,1.795002158713551e-18,4.043202133939514e-37
chi2,5000,30,5.8193143599119565e-08,0.0001411670866044482,1.1638628719823913e-11,2.823341732088964e-08,5.8193143599119565e-08,3.363511024054773e-08,8.159329822404372e-05,8.229753291499995e-10,2.4358297615205173e-34,6.939797405717634e-18,4.871659523041035e-38,1.3879594811435267e-21,2.4358297615205173e-34,1.4078875532200881e-34,4.01114008200635e-18,3.4447834843743374e-36
chi2,5000,50,8.942595394255425e-08,0.00017799693709898465,1.788519078851085e-11,3.559938741979693e-08,8.942595394255425e-08,3.101243514127114e-08,6.172837105739137e-05,1.2646739689371197e-09,5.105501104039425e-35,2.6411164921746887e-18,1.021100220807885e-38,5.282232984349377e-22,5.105501104039425e-35,1.770560054125025e-35,9.159248551793483e-19,7.220268904043364e-37
chi2,5000,100,1.196200514600525e-07,0.00021004479053855077,2.3924010292010503e-11,4.2008958107710155e-08,1.196200514600525e-07,2.0741792085793404e-08,3.64211962867244e-05,1.691682991065738e-09,5.929366156280396e-35,2.2380643345532023e-18,1.1858732312560792e-38,4.476128669106404e-22,5.929366156280396e-35,1.0281359898526663e-35,3.880742779770053e-19,8.385390034487765e-37
chi2,10000,10,5.114396451472214e-08,0.00016252687419698373,5.114396451472214e-12,1.6252687419698373e-08,5.114396451472214e-08,1.0182715913015083e-07,0.0003235894995394488,5.114396451472214e-10,1.2716607355106926e-33,1.4287074127927735e-17,1.2716607355106925e-37,1.4287074127927735e-21,1.2716607355106926e-33,2.5318647332695037e-33,2.8445432115650335e-17,1.2716607355106927e-35
chi2,10000,15,1.6481584890828434e-09,2.15763400867062e-05,1.6481584890828434e-13,2.1576340086706203e-09,1.6481584890828434e-09,2.1876455131049714e-09,2.8638862034546246e-05,1.6481584890828433e-11,1.7520085756853703e-34,7.642721814212401e-18,1.7520085756853703e-38,7.642721814212401e-22,1.7520085756853703e-34,2.3254885527740532e-34,1.014439217800907e-17,1.7520085756853702e-36
chi2,10000,20,3.2245316460309876e-09,3.904393436007305e-05,3.2245316460309874e-13,3.904393436007305e-09,3.2245316460309876e-09,3.2100063043224602e-09,3.88680556432605e-05,3.2245316460309877e-11,3.3976523613655936e-34,9.63584680796492e-18,3.3976523613655935e-38,9.63584680796492e-22,3.3976523613655936e-34,3.382347173830416e-34,9.592440824429608e-18,3.3976523613655934e-36
chi2,10000,25,4.6650576971190536e-08,0.00010387444924460221,4.665057697119054e-12,1.038744492446022e-08,4.6650576971190536e-08,3.7152346477882944e-08,8.272522611923958e-05,4.665057697119053e-10,8.692939416068177e-35,4.367166350771612e-18,8.692939416068178e-39,4.367166350771612e-22,8.692939416068177e-35,6.923024709779238e-35,3.47799508440416e-18,8.692939416068178e-37
chi2,10000,30,4.5781568113128505e-09,4.573805130668314e-05,4.57815681131285e-13,4.573805130668314e-09,4.5781568113128505e-09,3.038355920531895e-09,3.0354678685940673e-05,4.5781568113128506e-11,1.52181506793636e-34,5.703806929084158e-18,1.5218150679363599e-38,5.703806929084158e-22,1.52181506793636e-34,1.0099732298800714e-34,3.78540890293009e-18,1.52181506793636e-36
chi2,10000,50,5.7336915463336844e-08,0.00013471409388026004,5.733691546333684e-12,1.3471409388026003e-08,5.7336915463336844e-08,2.2831453409273998e-08,5.3642902363076e-05,5.733691546333684e-10,8.32696614767095e-35,4.2056202270712716e-18,8.32696614767095e-39,4.205620227071272e-22,8.32696614767095e-35,3.315782478091591e-35,1.6746701753232047e-18,8.32696614767095e-37
chi2,10000,100,4.703243616842641e-08,0.00012897410531948633,4.703243616842641e-12,1.2897410531948633e-08,4.703243616842641e-08,9.364114431571722e-09,2.5678624781338028e-05,4.703243616842641e-10,1.1299563057857067e-34,5.1053725049626794e-18,1.1299563057857066e-38,5.105372504962679e-22,1.1299563057857067e-34,2.2497325276032842e-35,1.0164749319186717e-18,1.1299563057857067e-36
chi2,50000,10,1.1752273548739368e-09,1.763135054813553e-05,2.3504547097478737e-14,3.526270109627106e-10,1.1752273548739368e-09,2.468142530120549e-09,3.7028312837379e-05,5.2557765090307836e-12,4.9551098674891335e-33,2.4738105444330193e-17,9.910219734978267e-38,4.9476210888660385e-22,4.9551098674891335e-33,1.0406426768956374e-32,5.1953496409473444e-17,2.2159924999371354e-35
chi2,50000,15,5.987774438179872e-10,1.3045377021669763e-05,1.1975548876359744e-14,2.6090754043339527e-10,5.987774438179872e-10,8.383444950942102e-10,1.8264749491581997e-05,2.677814135541161e-12,9.541907027723629e-34,1.2805331158864212e-17,1.9083814055447257e-38,2.561066231772842e-22,9.541907027723629e-34,1.3359563410382026e-33,1.7928662804064177e-17,4.2672705497946005e-36
chi2,50000,20,1.90789704303878e-09,2.3086092873470008e-05,3.81579408607756e-14,4.6172185746940015e-10,1.90789704303878e-09,2.003425896906716e-09,2.4242018975739504e-05,8.532374964611108e-12,8.786769785832587e-34,1.3867962225626307e-17,1.7573539571665173e-38,2.7735924451252615e-22,8.786769785832587e-34,9.226725416512253e-34,1.45623343573572e-17,3.9295629087525864e-36
chi2,50000,25,4.291814219460986e-09,3.4836334545594315e-05,8.583628438921971e-14,6.967266909118863e-10,4.291814219460986e-09,3.6053650938252866e-09,2.9264478410549582e-05,1.9193576683029928e-11,2.1347571402921893e-34,6.7464480182910515e-18,4.269514280584379e-39,1.3492896036582102e-22,2.1347571402921893e-34,1.7933159460873338e-34,5.667395406390201e-18,9.546924162292781e-37
chi2,50000,30,6.543074873428264e-09,3.711955343677091e-05,1.308614974685653e-13,7.423910687354181e-10,6.543074873428264e-09,4.580458781272358e-09,2.5985425474319987e-05,2.926152039771286e-11,3.1824254872288384e-34,9.016383379206275e-18,6.364850974457677e-39,1.803276675841255e-22,3.1824254872288384e-34,2.227846853460298e-34,6.311890544355745e-18,1.4232239445543143e-36
chi2,50000,50,3.241414296605947e-09,2.8956092015223395e-05,6.482828593211894e-14,5.791218403044679e-10,3.241414296605947e-09,1.3614850692531893e-09,1.2162372142286125e-05,1.4496045420901127e-11,2.3724724772105845e-34,7.527886734109979e-18,4.744944954421169e-39,1.505577346821996e-22,2.3724724772105845e-34,9.965050929523355e-35,3.1619239176712546e-18,1.0610019467580375e-36
chi2,50000,100,1.984228627816732e-09,2.4089759913484226e-05,3.9684572556334635e-14,4.817951982696845e-10,1.984228627816732e-09,4.1671588441902283e-10,5.059187972121472e-06,8.873740189398685e-12,1.2093199262676185e-34,4.697170387021887e-18,2.418639852535237e-39,9.394340774043774e-23,1.2093199262676185e-34,2.5397417190510544e-35,9.864717627062974e-19,5.408243123358857e-37
chi2,100000,10,7.201390438724236e-10,1.4000000000012682e-05,7.201390438724236e-15,1.4000000000012682e-10,7.201390438724236e-10,1.5506265645449028e-09,3.014525054344106e-05,2.2772796106527816e-12,1.3338948778249793e-33,1.6150546611887196e-17,1.3338948778249793e-38,1.6150546611887196e-22,1.3338948778249793e-33,2.8721853779007344e-33,3.477587671631583e-17,4.2181459731589615e-36
chi2,100000,15,3.8022914243834686e-10,1.2029128487570318e-05,3.802291424383468e-15,1.2029128487570318e-10,3.8022914243834686e-10,5.458144172719677e-10,1.7267671051272522e-05,1.202390122877765e-12,2.1979457350404123e-34,5.1549295792633714e-18,2.1979457350404124e-39,5.154929579263371e-23,2.1979457350404123e-34,3.1551249935057586e-34,7.399840176216609e-18,6.950514696180663e-37
chi2,100000,20,1.382299807648801e-10,6.924631750966033e-06,1.3822998076488009e-15,6.924631750966034e-11,1.382299807648801e-10,1.4882062152744908e-10,7.45516996620532e-06,4.3712158013828507e-13,3.886317445109882e-34,9.892497790982974e-18,3.886317445109882e-39,9.892497790982974e-23,3.886317445109882e-34,4.184071895502751e-34,1.0650422300333887e-17,1.228961483699363e-36
chi2,100000,25,1.2513336867523528e-10,7.138994912307399e-06,1.2513336867523528e-15,7.1389949123074e-11,1.2513336867523528e-10,1.07776478573038e-10,6.1487654359903615e-06,3.9570645630331015e-13,4.048880226565224e-35,2.3653225645486886e-18,4.0488802265652244e-40,2.3653225645486886e-23,4.048880226565224e-35,3.487271681430929e-35,2.037235466408862e-18,1.2803683489164693e-37
chi2,100000,30,1.0263620151930187e-10,4.75963755843392e-06,1.0263620151930187e-15,4.75963755843392e-11,1.0263620151930187e-10,7.366652403865853e-11,3.4162015879722057e-06,3.2456416718902816e-13,4.939216599180024e-34,1.0352323743615758e-17,4.939216599180024e-39,1.0352323743615758e-22,4.939216599180024e-34,3.5450933778683296e-34,7.430318879948286e-18,1.5619174310319824e-36
chi2,100000,50,3.120395317487627e-10,1.0286260982882445e-05,3.120395317487627e-15,1.0286260982882445e-10,3.120395317487627e-10,1.3437871234308516e-10,4.429741635484753e-06,9.86755640338514e-13,1.6908747787354e-34,6.793271999615269e-18,1.6908747787354e-39,6.793271999615269e-23,1.6908747787354e-34,7.281691977502561e-35,2.9254983776851375e-18,5.3470155389371064e-37
chi2,100000,100,9.779502650551409e-10,1.7262961275976816e-05,9.779502650551409e-15,1.7262961275976817e-10,9.779502650551409e-10,2.1057539827917935e-10,3.7171163770397906e-06,3.092550275939617e-12,1.2055117748518714e-34,5.8767992913450615e-18,1.2055117748518714e-39,5.876799291345061e-23,1.2055117748518714e-34,2.595746748996075e-35,1.2654113359353806e-18,3.812162954684006e-37
poisson,50,10,0.0006522902823756537,0.019019316493313513,1.3045805647513074e-05,0.0003803863298662703,0.0006522902823756537,0.00045660319766295754,0.013313521545319458,9.224777639398252e-05,2.1197266450412014e-33,3.3653635433950055e-17,4.2394532900824027e-35,6.730727086790011e-19,2.1197266450412014e-33,1.4838086515288408e-33,2.3557544803765037e-17,2.9977461699408865e-34
poisson,50,15,0.0016562343289858374,0.03732767762460233,3.312468657971675e-05,0.0007465535524920466,0.0016562343289858374,0.0007729093535267242,0.01741958289148109,0.00023422690505196737,5.9463087032955905e-34,1.1796119636642288e-17,1.1892617406591181e-35,2.359223927328458e-19,5.9463087032955905e-34,2.7749440615379425e-34,5.504855830433068e-18,8.409350414257797e-35
poisson,50,20,0.0011875211285433205,0.030923332083981403,2.375042257086641e-05,0.0006184666416796281,0.0011875211285433205,0.00041563239499016214,0.01082316622939349,0.00016794084855905673,4.7119079795648966e-33,3.5214886562329185e-17,9.423815959129793e-35,7.042977312465837e-19,4.7119079795648966e-33,1.6491677928477138e-33,1.2325210296815214e-17,6.663644169354685e-34
poisson,50,25,0.001139413757032352,0.02838530999430893,2.278827514064704e-05,0.0005677061998861786,0.001139413757032352,0.0003190358519690586,0.007947886798406502,0.00016113743883496348,2.671746315351193e-33,2.5951463200613036e-17,5.343492630702386e-35,5.190292640122607e-19,2.671746315351193e-33,7.480889682983341e-34,7.26640969617165e-18,3.778419874390001e-34
poisson,50,30,0.0010861022043697538,0.026081708385001942,2.1722044087395077e-05,0.0005216341677000388,0.0010861022043697538,0.0002534238476862759,0.006085731956500453,0.00015359804675430208,1.3240768367662248e-35,1.0408340855860842e-18,2.6481536735324496e-37,2.0816681711721686e-20,1.3240768367662248e-35,3.0895126191211914e-36,2.4286128663675297e-19,1.8725274201788617e-36
poisson,50,50,0.0008419901678959815,0.018670711088985298,1.6839803357919632e-05,0.00037341422177970595,0.0008419901678959815,0.00011787862350543742,0.002613899552457942,0.00011907539148232965,1.1269819810824959e-32,2.8796409701215e-17,2.253963962164992e-34,5.759281940243e-19,1.1269819810824959e-32,1.5777747735154943e-33,4.0314973581701e-18,1.5937932021969645e-33
poisson,50,100,0.0005384349661073567,0.01090506267759343,1.0768699322147134e-05,0.00021810125355186858,0.0005384349661073567,3.769044762751498e-05,0.0007633543874315401,7.614620315249216e-05,8.300758060308987e-33,2.1094237467877975e-17,1.6601516120617973e-34,4.218847493575595e-19,8.300758060308987e-33,5.810530642216291e-34,1.4765966227514583e-18,1.1739044626866754e-33
poisson,100,10,0.000986832705704102,0.024282036756716606,9.868327057041019e-06,0.00024282036756716606,0.000986832705704102,0.0006907828939928713,0.016997425729701622,9.86832705704102e-05,2.9659321143563433e-33,3.608224830031759e-17,2.965932114356343e-35,3.608224830031759e-19,2.9659321143563433e-33,2.07615248004944e-33,2.525757381022231e-17,2.9659321143563433e-34
poisson,100,15,0.0018071437010131579,0.03788437884378844,1.807143701013158e-05,0.0003788437884378844,0.0018071437010131579,0.0008433337271394737,0.017679376793767937,0.00018071437010131578,2.8006231274631054e-34,7.632783294297952e-18,2.8006231274631054e-36,7.632783294297952e-20,2.8006231274631054e-34,1.3069574594827824e-34,3.5619655373390445e-18,2.8006231274631055e-35
poisson,100,20,0.0013007155359991082,0.03172770943924896,1.3007155359991081e-05,0.0003172770943924896,0.0013007155359991082,0.00045525043759968786,0.011104698303737136,0.0001300715535999108,8.717240410782727e-33,4.40619762898109e-17,8.717240410782727e-35,4.40619762898109e-19,8.717240410782727e-33,3.0510341437739542e-33,1.5421691701433813e-17,8.717240410782726e-34
